"","name","location","affiliation"
"http://data.linkededucation.org/resource/lak/person/j-barracosa","J. Barracosa","http://dbpedia.org/resource/Portugal","http://data.linkededucation.org/resource/lak/organization/technical-university-of-lisbon"
"http://data.linkededucation.org/resource/lak/person/sujith-m-gowda","Sujith M. Gowda","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/manuel-a-perez-quinones","Manuel A. Perez-quinones","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/virginia-tech"
"http://data.linkededucation.org/resource/lak/person/uwe-kirschenmann","Uwe Kirschenmann","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/fraunhofer-institute-for-applied-information-technology"
"http://data.linkededucation.org/resource/lak/person/antonija-mitrovic","Antonija Mitrovic","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-canterbury"
"http://data.linkededucation.org/resource/lak/person/david-garcia-solorzano","David Garcia-Solorzano","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universitat-oberta-de-catalunya--uoc-"
"http://data.linkededucation.org/resource/lak/person/p-de-bra","P. De Bra","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/fenella-galpin","Fenella Galpin","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/the-open-university"
"http://data.linkededucation.org/resource/lak/person/sharon-hardof-jaffe","Sharon Hardof-jaffe","http://dbpedia.org/resource/Israel","http://data.linkededucation.org/resource/lak/organization/tel-aviv-university"
"http://data.linkededucation.org/resource/lak/person/gautam-biswas","Gautam Biswas","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/vanderbilt-university"
"http://data.linkededucation.org/resource/lak/person/ankit-ranka","Ankit Ranka","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/edlab"
"http://data.linkededucation.org/resource/lak/person/ofer-bergman","Ofer Bergman","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/sheffield-university"
"http://data.linkededucation.org/resource/lak/person/neil-t-heffernan","Neil T. Heffernan","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/larry-howard","Larry Howard","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/vanderbilt-university"
"http://data.linkededucation.org/resource/lak/person/rong-yang","Rong Yang","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/western-kentucky-university"
"http://data.linkededucation.org/resource/lak/person/hitoshi--inoue","Hitoshi  Inoue","http://dbpedia.org/resource/JAPAN","http://data.linkededucation.org/resource/lak/organization/kyushu-university"
"http://data.linkededucation.org/resource/lak/person/michael-d-wallis","Michael D. Wallis","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/north-carolina-state-university"
"http://data.linkededucation.org/resource/lak/person/ronghuai-huang","Ronghuai Huang","http://dbpedia.org/resource/China","http://data.linkededucation.org/resource/lak/organization/beijing-normal-university"
"http://data.linkededucation.org/resource/lak/person/irena-koprinska","Irena Koprinska","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/faisal-anwar","Faisal Anwar","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/edlab"
"http://data.linkededucation.org/resource/lak/person/shauna-j-sweet","Shauna J. Sweet","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-maryland"
"http://data.linkededucation.org/resource/lak/person/andre-kruger","Andre Kruger","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/aroline-ag"
"http://data.linkededucation.org/resource/lak/person/josep-grau-valldosera","Josep Grau-Valldosera","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universitat-oberta-de-catalunya--uoc-"
"http://data.linkededucation.org/resource/lak/person/martina-a-rau","Martina A. Rau","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/richard-cox","Richard Cox","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/monash-university"
"http://data.linkededucation.org/resource/lak/person/hanan-ayad","Hanan Ayad","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/desire2learn-incorporated"
"http://data.linkededucation.org/resource/lak/person/antonio-r-anaya","Antonio R. Anaya","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/uned"
"http://data.linkededucation.org/resource/lak/person/susan-bull","Susan Bull","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/university-of-birmingham"
"http://data.linkededucation.org/resource/lak/person/osmar-zaiane","Osmar Zaiane","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-alberta"
"http://data.linkededucation.org/resource/lak/person/wenting-xiong","Wenting Xiong","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-pittsburgh"
"http://data.linkededucation.org/resource/lak/person/christina-trotochaud","Christina Trotochaud","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/grand-ledge-public-schools"
"http://data.linkededucation.org/resource/lak/person/de-laat-maarten","De Laat Maarten","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/open-universiteit"
"http://data.linkededucation.org/resource/lak/person/tanja-mitrovic","Tanja Mitrovic","http://dbpedia.org/resource/New_Zeland","http://data.linkededucation.org/resource/lak/organization/university-of-canterbury"
"http://data.linkededucation.org/resource/lak/person/walter-christian-paredes","Walter Christian Paredes","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/the-university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/dan-suthers","Dan Suthers","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-hawaii"
"http://data.linkededucation.org/resource/lak/person/leah-p-macfadyen","Leah P. Macfadyen","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-british-columbia"
"http://data.linkededucation.org/resource/lak/person/leah-p-macfadyen","Leah P. Macfadyen","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/the-university-of-british-columbia"
"http://data.linkededucation.org/resource/lak/person/leah-p-macfadyen","Leah P. Macfadyen","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-british-columbia"
"http://data.linkededucation.org/resource/lak/person/leah-p-macfadyen","Leah P. Macfadyen","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/the-university-of-british-columbia"
"http://data.linkededucation.org/resource/lak/person/alida-skogsholm","Alida Skogsholm","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/hana-bydzovska","Hana Bydzovska","http://dbpedia.org/resource/Czech_Republic","http://data.linkededucation.org/resource/lak/organization/masaryk-university"
"http://data.linkededucation.org/resource/lak/person/m-suarez","M. Suarez","http://dbpedia.org/resource/Philippines","http://data.linkededucation.org/resource/lak/organization/de-la-salle-university"
"http://data.linkededucation.org/resource/lak/person/d-kabakchieva","D. Kabakchieva","http://dbpedia.org/resource/Bulgaria","http://data.linkededucation.org/resource/lak/organization/sofia-university-st-kl-ohridski"
"http://data.linkededucation.org/resource/lak/person/renza-campagni","Renza Campagni","http://dbpedia.org/resource/Italia","http://data.linkededucation.org/resource/lak/organization/dipartimento-di-sistemi-e-informatica"
"http://data.linkededucation.org/resource/lak/person/takahiro-sumiya","Takahiro Sumiya","http://dbpedia.org/resource/JAPAN","http://data.linkededucation.org/resource/lak/organization/hiroshima-university"
"http://data.linkededucation.org/resource/lak/person/tomas-obsivac","Tomas Obsivac","http://dbpedia.org/resource/Czech_Republic","http://data.linkededucation.org/resource/lak/organization/masaryk-university"
"http://data.linkededucation.org/resource/lak/person/wolfgang-greller","Wolfgang Greller","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/open-university-of-the-netherlands"
"http://data.linkededucation.org/resource/lak/person/ivan-shamshurin","Ivan Shamshurin","http://dbpedia.org/resource/Russia","http://data.linkededucation.org/resource/lak/organization/university---higher-school-of-economics"
"http://data.linkededucation.org/resource/lak/person/j-zimmermann","J. Zimmermann","http://dbpedia.org/resource/Switzerland","http://data.linkededucation.org/resource/lak/organization/eth-zurich"
"http://data.linkededucation.org/resource/lak/person/safia-abbas","Safia Abbas","http://dbpedia.org/resource/JAPAN","http://data.linkededucation.org/resource/lak/organization/niigata-university"
"http://data.linkededucation.org/resource/lak/person/alejandra-jayme","Alejandra Jayme","http://dbpedia.org/resource/Philippines","http://data.linkededucation.org/resource/lak/organization/ateneo-de-manila-university"
"http://data.linkededucation.org/resource/lak/person/al-dyckhoff","A.l. Dyckhoff","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/rwth-aachen-university"
"http://data.linkededucation.org/resource/lak/person/yutao-wang","Yutao Wang","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/c-conati","C. Conati","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-british-columbia"
"http://data.linkededucation.org/resource/lak/person/nikola-milikic","Nikola Milikic","http://dbpedia.org/resource/Serbia","http://data.linkededucation.org/resource/lak/organization/university-of-belgrade"
"http://data.linkededucation.org/resource/lak/person/shawn-betts","Shawn Betts","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/joseph-valeri","Joseph Valeri","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/robert-de-hoog","Robert De Hoog","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/university-of-twente"
"http://data.linkededucation.org/resource/lak/person/cecily-heiner","Cecily Heiner","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-utah"
"http://data.linkededucation.org/resource/lak/person/xiaonan-zhang","Xiaonan Zhang","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/denis-smolin","Denis Smolin","http://dbpedia.org/resource/Bosnia_and_Herzegovina","http://data.linkededucation.org/resource/lak/organization/american-university-in-bosnia-and-herzegovina"
"http://data.linkededucation.org/resource/lak/person/elena-kolotova","Elena Kolotova","http://dbpedia.org/resource/Russia","http://data.linkededucation.org/resource/lak/organization/national-research-university"
"http://data.linkededucation.org/resource/lak/person/moon-heum-cho","Moon-heum Cho","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/kent-state-university"
"http://data.linkededucation.org/resource/lak/person/stuart-johnson","Stuart Johnson","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/university-of-alberta"
"http://data.linkededucation.org/resource/lak/person/albrecht-fortenbacher","Albrecht Fortenbacher","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/hochschule-fur-technik-und-wirtschaft"
"http://data.linkededucation.org/resource/lak/person/hisham-petry","Hisham Petry","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/northwestern-university"
"http://data.linkededucation.org/resource/lak/person/john-champaign","John Champaign","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/university-of-waterloo"
"http://data.linkededucation.org/resource/lak/person/george-siemens","George Siemens","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/athabasca-university"
"http://data.linkededucation.org/resource/lak/person/gabor-n-sarkozy","Gabor N. Sarkozy","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/rafal-kocielnik","Rafal Kocielnik","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/erik-duval","Erik Duval","http://dbpedia.org/resource/Belgium","http://data.linkededucation.org/resource/lak/organization/kuleuven"
"http://data.linkededucation.org/resource/lak/person/hama-abu-kishk","Hama Abu-kishk","http://dbpedia.org/resource/Israel","http://data.linkededucation.org/resource/lak/organization/ben-gurion-university"
"http://data.linkededucation.org/resource/lak/person/john-mcauley","John McAuley","http://dbpedia.org/resource/Ireland","http://data.linkededucation.org/resource/lak/organization/trinity-college-dublin"
"http://data.linkededucation.org/resource/lak/person/hema-soundranayagam","Hema Soundranayagam","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/australian-catholic-university"
"http://data.linkededucation.org/resource/lak/person/fazel-keshtkar","Fazel Keshtkar","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-memphis"
"http://data.linkededucation.org/resource/lak/person/margarita-elkina","Margarita Elkina","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/hochschule-fur-wirtschaft-und-recht"
"http://data.linkededucation.org/resource/lak/person/worsley","Worsley","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/stanford-university"
"http://data.linkededucation.org/resource/lak/person/yu-chang-hsu","Yu-Chang Hsu","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/boise-state-university"
"http://data.linkededucation.org/resource/lak/person/michelle-bachler","Michelle Bachler","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/the-open-university"
"http://data.linkededucation.org/resource/lak/person/carolina-aros","Carolina Aros","http://dbpedia.org/resource/Chile","http://data.linkededucation.org/resource/lak/organization/universidad-austral-de-chile"
"http://data.linkededucation.org/resource/lak/person/erin-shaw","Erin Shaw","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-southern-california"
"http://data.linkededucation.org/resource/lak/person/daniel-seaton","Daniel Seaton","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/massachusetts-institute-of-technology"
"http://data.linkededucation.org/resource/lak/person/christine-garrard","Christine Garrard","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/utah-state-university"
"http://data.linkededucation.org/resource/lak/person/turadg-aleahmad","Turadg Aleahmad","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/melody-siadaty","Melody Siadaty","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/simon-fraser-university"
"http://data.linkededucation.org/resource/lak/person/manolis-mavrikis","Manolis Mavrikis","http://dbpedia.org/resource/UK","http://data.linkededucation.org/resource/lak/organization/institute-of-education"
"http://data.linkededucation.org/resource/lak/person/ulrik-schroeder","Ulrik Schroeder","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/rwth-aachen-university"
"http://data.linkededucation.org/resource/lak/person/mi-lopez","M.i. Lopez","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-of-cordoba"
"http://data.linkededucation.org/resource/lak/person/jose-luis-santos","Jose Luis Santos","http://dbpedia.org/resource/Belgium","http://data.linkededucation.org/resource/lak/organization/kuleuven"
"http://data.linkededucation.org/resource/lak/person/robin-cohen","Robin Cohen","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/university-of-waterloo"
"http://data.linkededucation.org/resource/lak/person/peter-sorenson","Peter Sorenson","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/quizzicle"
"http://data.linkededucation.org/resource/lak/person/louis-m-gomez","Louis M. Gomez","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/northwestern-university"
"http://data.linkededucation.org/resource/lak/person/innar-liiv","Innar Liiv","http://dbpedia.org/resource/Estonia","http://data.linkededucation.org/resource/lak/organization/tallinn-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/wayne-h-ward","Wayne H. Ward","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/boulder-language-technologies"
"http://data.linkededucation.org/resource/lak/person/irwin-devries","Irwin DeVries","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/thompson-rivers-university---open-learning"
"http://data.linkededucation.org/resource/lak/person/joseph-l-zachary","Joseph L. Zachary","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-utah"
"http://data.linkededucation.org/resource/lak/person/nadia-hegazy","Nadia Hegazy","http://dbpedia.org/resource/Egypt","http://data.linkededucation.org/resource/lak/organization/electronics-research-institute"
"http://data.linkededucation.org/resource/lak/person/arthur-c-graesser","Arthur C. Graesser","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-memphis"
"http://data.linkededucation.org/resource/lak/person/kristy-elizabeth-boyer","Kristy Elizabeth Boyer","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/north-carolina-state-university"
"http://data.linkededucation.org/resource/lak/person/aleksandra-tesanovic","Aleksandra Tesanovic","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/philips-research-laboratories"
"http://data.linkededucation.org/resource/lak/person/matej-guid","Matej Guid","http://dbpedia.org/resource/Slovenia","http://data.linkededucation.org/resource/lak/organization/university-of-ljubljana"
"http://data.linkededucation.org/resource/lak/person/lorella-cannavacciuolo","Lorella Cannavacciuolo","http://dbpedia.org/resource/Italy","http://data.linkededucation.org/resource/lak/organization/universita-degli-studi-napoli-federico-ii"
"http://data.linkededucation.org/resource/lak/person/leonard-kappe","Leonard Kappe","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/hochschule-fur-technik-und-wirtschaft"
"http://data.linkededucation.org/resource/lak/person/mohammad-hassan-falakmasir","Mohammad Hassan Falakmasir","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/sharif-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/agathe-merceron","Agathe Merceron","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/beuth-hochschule-fur-technik-berlin"
"http://data.linkededucation.org/resource/lak/person/agathe-merceron","Agathe Merceron","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/beuth-university-of-applied-sciences"
"http://data.linkededucation.org/resource/lak/person/orlando-montalvo","Orlando Montalvo","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/nikos-palavitsinis","Nikos Palavitsinis","http://dbpedia.org/resource/Greece","http://data.linkededucation.org/resource/lak/organization/greek-research-and-technology-network--grnet-"
"http://data.linkededucation.org/resource/lak/person/jaroslav-bayer","Jaroslav Bayer","http://dbpedia.org/resource/Czech_Republic","http://data.linkededucation.org/resource/lak/organization/masaryk-university"
"http://data.linkededucation.org/resource/lak/person/roman-estevez","Roman Estevez","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-la-laguna"
"http://data.linkededucation.org/resource/lak/person/natalia-sidorova","Natalia Sidorova","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/georg-kothmeier","Georg Kothmeier","http://dbpedia.org/resource/Austria","http://data.linkededucation.org/resource/lak/organization/graz-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/derek-lomas","Derek Lomas","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/alfredo-barrientos","Alfredo Barrientos","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-lima"
"http://data.linkededucation.org/resource/lak/person/renzo-sprugnoli","Renzo Sprugnoli","http://dbpedia.org/resource/Italia","http://data.linkededucation.org/resource/lak/organization/dipartimento-di-sistemi-e-informatica"
"http://data.linkededucation.org/resource/lak/person/bjorn-levi-gunnarsson","Bjorn Levi Gunnarsson","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/brandeis-university"
"http://data.linkededucation.org/resource/lak/person/r-benjamin-shapiro","R. Benjamin Shapiro","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/northwestern-university"
"http://data.linkededucation.org/resource/lak/person/maren-scheffel","Maren Scheffel","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/fraunhofer-institute-for-applied-information-technology"
"http://data.linkededucation.org/resource/lak/person/vilaythong-southavilay","Vilaythong Southavilay","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-sydney"
"http://data.linkededucation.org/resource/lak/person/steven-tanimoto","Steven Tanimoto","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-washington"
"http://data.linkededucation.org/resource/lak/person/david-e-pritchard","David E. Pritchard","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/massachusetts-institute-of-technology"
"http://data.linkededucation.org/resource/lak/person/miguel-gea","Miguel Gea","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-of-granada"
"http://data.linkededucation.org/resource/lak/person/jesus-g-boticario","Jesus G. Boticario","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/uned"
"http://data.linkededucation.org/resource/lak/person/arnon-hershkovitz","Arnon Hershkovitz","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/stefanie-n-lindstaedt","Stefanie N. Lindstaedt","http://dbpedia.org/resource/Austria","http://data.linkededucation.org/resource/lak/organization/graz-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/vincent-aleven","Vincent Aleven","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/erika-johnson","Erika Johnson","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/ball-state-university"
"http://data.linkededucation.org/resource/lak/person/sandeep-m-jayaprakash","Sandeep M. Jayaprakash","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/marist-college"
"http://data.linkededucation.org/resource/lak/person/e-montanes","E. Montanes","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/oviedo-university"
"http://data.linkededucation.org/resource/lak/person/alexandru-surpatean","Alexandru Surpatean","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/maastricht-university"
"http://data.linkededucation.org/resource/lak/person/ildiko-pelczer","Ildiko Pelczer","http://dbpedia.org/resource/Canada","http://data.linkededucation.org/resource/lak/organization/polytechnique-montreal"
"http://data.linkededucation.org/resource/lak/person/v-luengo","V. Luengo","http://dbpedia.org/resource/France","http://data.linkededucation.org/resource/lak/organization/universite-joseph-fourier"
"http://data.linkededucation.org/resource/lak/person/barbara-kump","Barbara Kump","http://dbpedia.org/resource/Austria","http://data.linkededucation.org/resource/lak/organization/graz-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/william-w-cohen","William W. Cohen","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/marie-bienkowski","Marie Bienkowski","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/sri-international"
"http://data.linkededucation.org/resource/lak/person/mohamed-amine-chatti","Mohamed Amine Chatti","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/rwth-aachen-university"
"http://data.linkededucation.org/resource/lak/person/ekaterina-vasilyeva","Ekaterina Vasilyeva","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/mallika-devireddy","Mallika Devireddy","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/marist-college"
"http://data.linkededucation.org/resource/lak/person/jose-l-balcazar","Jose L. Balcazar","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/university-of-cantabria"
"http://data.linkededucation.org/resource/lak/person/michael-bain","Michael Bain","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-new-south-wales"
"http://data.linkededucation.org/resource/lak/person/andreas-pursian","Andreas Pursian","http://dbpedia.org/resource/Germany","http://data.linkededucation.org/resource/lak/organization/hochschule-fur-wirtschaft-und-recht"
"http://data.linkededucation.org/resource/lak/person/nan-li","Nan Li","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/stephen-h-edwards","Stephen H. Edwards","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/virginia-tech"
"http://data.linkededucation.org/resource/lak/person/danielle-s-mcnamara","Danielle S. Mcnamara","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/arizona-state-university"
"http://data.linkededucation.org/resource/lak/person/r-charles-murray","R. Charles Murray","http://dbpedia.org/resource/","http://data.linkededucation.org/resource/lak/organization/carnegie-learning-inc"
"http://data.linkededucation.org/resource/lak/person/dror-ben-naim","Dror Ben-naim","http://dbpedia.org/resource/Australia","http://data.linkededucation.org/resource/lak/organization/university-of-new-south-wales"
"http://data.linkededucation.org/resource/lak/person/thomas-t-dy","Thomas T. Dy","http://dbpedia.org/resource/Philippines","http://data.linkededucation.org/resource/lak/organization/ateneo-de-manila-university"
"http://data.linkededucation.org/resource/lak/person/darren-cambridge","Darren Cambridge","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/american-institutes-for-research"
"http://data.linkededucation.org/resource/lak/person/javier-bravo","Javier Bravo","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-autonoma-de-madrid"
"http://data.linkededucation.org/resource/lak/person/alexander-o-connor","Alexander O'Connor","http://dbpedia.org/resource/Ireland","http://data.linkededucation.org/resource/lak/organization/trinity-college-dublin"
"http://data.linkededucation.org/resource/lak/person/eugenia-santamaria","Eugenia Santamaria","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universitat-oberta-de-catalunya--uoc-"
"http://data.linkededucation.org/resource/lak/person/wil-van-der-aalst","Wil Van Der Aalst","http://dbpedia.org/resource/Netherlands","http://data.linkededucation.org/resource/lak/organization/eindhoven-university-of-technology"
"http://data.linkededucation.org/resource/lak/person/cesar-vialardi","Cesar Vialardi","http://dbpedia.org/resource/Spain","http://data.linkededucation.org/resource/lak/organization/universidad-de-lima"
"http://data.linkededucation.org/resource/lak/person/richard-scheines","Richard Scheines","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/carnegie-mellon-university"
"http://data.linkededucation.org/resource/lak/person/carolina-ruiz","Carolina Ruiz","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/worcester-polytechnic-institute"
"http://data.linkededucation.org/resource/lak/person/hao-xu","Hao Xu","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/university-of-southern-california"
"http://data.linkededucation.org/resource/lak/person/heather-butler","Heather Butler","http://dbpedia.org/resource/USA","http://data.linkededucation.org/resource/lak/organization/claremont-graduate-university"
